paragraph_id,chapter,original_text,translated_text,prompt,subject,verb,object
13,20,"Chó vừa ra tới cửa, Gấu đen to lớn đã vung tay tát Chó ngã lăn quay.","But as soon as the Dog reached the gate, the huge black Bear swiped his heavy paw and knocked the Dog down.","Traditional Vietnamese painting style, a massive black bear swiping its large paw at a dog, the dog tumbling backward, celestial palace background, highly detailed.","Bear,Dog",Striking,The Dog
14,20,"Ngọc Hoàng đỏ mặt tía tai, sai Thần Sét mặc giáp vàng cầm búa ra trận.","The Emperor's face turned red. He ordered the Thunder God, who wore golden armor and held a lightning axe, to attack.","Traditional Vietnamese painting style, the Thunder God in shimmering golden armor holding a massive lightning hammer, angry facial expression, lightning sparks, 8k resolution.","Jade Emperor,Thunder God",Preparing,For battle
15,20,Thần Sét vừa hùng hổ đi ra thì bầy Ong sau cửa bay ùa ra đốt tới tấp vào mặt.,"Suddenly, the swarm of Bees flew out from behind the door and stung the God's face repeatedly.","Traditional Vietnamese painting style, a swarm of hundreds of bees surrounding the Thunder God, stinging his face, the God shielding his eyes, dynamic and chaotic, masterpiece quality.","Bees,Thunder God",Stinging,The Thunder God
16,20,"Thần Sét la hét nhảy vào chum nước trốn, liền bị Cua kẹp đau điếng.","Screaming and covering his face, the Thunder God jumped into the water jar. Inside, the Crab pinched him with its sharp claws.","Traditional Vietnamese painting style, the Thunder God jumping into a large water jar while a crab pinches his finger with sharp claws, water splashing, comical yet dramatic, professional artwork.","Crab,Thunder God,Water Jar",Pinching,The Thunder God
17,20,Thần hoảng hốt nhảy ra khỏi chum thì bị Cọp vằn chờ sẵn vồ lấy.,"The God leaped out of the jar, only to be pounced on by the striped Tiger waiting outside.","Traditional Vietnamese painting style, a powerful striped tiger pouncing on the panicked Thunder God, sharp claws extended, palace floor background, 8k resolution.","Tiger,Thunder God",Pouncing on,The Thunder God
18,20,"Thấy quân lính thua trận nằm la liệt, Ngọc Hoàng đành xua tay mời Cóc vào.","The Jade Emperor, seeing his soldiers lying on the ground, waved his hand to invite the Toad in.","Traditional Vietnamese painting style, the Jade Emperor waving his hand in defeat, looking at his defeated soldiers on the palace floor, inviting the small toad inside, masterpiece quality.","Jade Emperor,Toad",Inviting,The Toad
19,20,"Cóc ngồi đĩnh đạc tâu: ""Muôn tâu, trần gian khô hạn quá, xin Thượng đế làm mưa ngay cứu muôn loài"".","The Toad sat calmly on the heavenly floor and spoke: ""Your Majesty, the Earth is dry. You must send rain immediately to save all living things.""","Traditional Vietnamese painting style, the small toad sitting respectfully but firmly on a silk carpet before the Emperor, wide shot of the throne room, highly detailed.","Toad,Jade Emperor",Requesting,Rain for Earth
20,20,"Ngọc Hoàng thở dài dựa lưng vào ngai, dịu giọng bảo Cóc về đi, sẽ có mưa.","The Emperor sighed and leaned back on his throne. He spoke softly: ""Go home. I will send rain.""","Traditional Vietnamese painting style, the Jade Emperor leaning back with a tired expression, nodding to the toad, soft and calm lighting in the palace, 8k resolution.","Jade Emperor,Toad",Promising,Rain
21,20,"Ngọc Hoàng dặn thêm: ""Lần sau muốn mưa cứ nghiến răng, không cần lên đây nữa"".","He added, ""Next time, just grind your teeth to signal me. You do not need to come up here.""","Traditional Vietnamese painting style, close up of the Jade Emperor speaking kindly to the toad, the toad listening intently, celestial curtains in the background, professional artwork.","Jade Emperor,Toad",Instructing,The Toad
22,20,Cóc về đến trần gian thì mưa to đã ngập đầy ruộng đồng nứt nẻ.,"When the Toad returned to Earth, heavy rain was falling, filling the cracked rice paddies with water.","Traditional Vietnamese painting style, heavy rain pouring over a green village, water filling the dry cracks in the earth, the toad standing happily in the rain, masterpiece quality.","Toad,Rain",Filling,The cracked paddies
23,20,"Từ đó về sau, hễ Cóc nghiến răng là trời lại đổ mưa.","Since then, whenever the Toad grinds his teeth, the sky pours rain.","Traditional Vietnamese painting style, a small toad on a rock grinding its teeth, dark rain clouds forming in the sky, a symbolic and peaceful ending, 8k resolution.",Toad,Grinding,Its teeth
