paragraph_id,chapter,original_text,translated_text,prompt,subject,verb,object
11,9,"Nhện nhút nhát thấy chim liền ẩn mình vào giữa những cánh hoa làm cho chim mất công tìm mãi. Không ngờ hoa sen vừa tắt ánh mặt trời đã cụp ngay cánh lại, nhốt chim vào trong. Chim cố công tìm lối chui ra nhưng những cánh hoa vây bọc dày quá đành chịu nằm lại đó.","The spider shy saw the bird and quickly hid among the petals, causing the bird to search in vain. Unexpectedly, as the sun set, the lotus flower closed its petals, trapping the bird inside. She tried to find a way out, but the petals were too thick and layered, so she was forced to remain there.","Traditional Vietnamese painting style, a lotus flower closing its pink petals tightly as the sun sets, trapping the bird inside, magical and dramatic, close-up, highly detailed, 8k resolution.","Lotus,Bird",Trapping,Bird
12,9,"Ở nhà, chim chồng hết bay đi kiếm vợ lại trở về. Đàn con đói mồi nháo nhác suốt đêm. Mãi đến sáng mai, chờ lúc hoa nở, chim vợ mới thoát được bay về tổ.","Back at the nest, the male bird flew back and forth, searching for his wife. The hungry chicks cried chaotically all night. It was not until the next morning, when the lotus bloomed again, that the mother bird could escape and fly back to her nest.","Traditional Vietnamese painting style, morning sunlight, the lotus flower blooming open, the mother bird flying out hurriedly, fresh morning atmosphere, medium shot, highly detailed, professional artwork.",Bird,Escaping,Lotus
13,9,"Một cuộc cãi lộn nổ ra bên tai Bất Nhẫn. Ghen vợ, chim chồng mắng nhiếc vợ hết lời. Nhưng chim vợ vẫn hết sức bày tỏ nỗi lòng trinh bạch của mình. Cuộc đấu khẩu kéo dài suốt cả buổi sáng và có cơ chưa chấm dứt.",A fierce argument erupted in Bất Nhẫn's ear. The jealous husband relentlessly berated his wife. But the wife tried her best to explain her innocence. The quarrel lasted the entire morning with no sign of ending.,"Traditional Vietnamese painting style, two birds chirping aggressively at each other right next to the monk's ear, the monk's face showing signs of annoyance, tension, close-up, highly detailed, masterpiece quality.","Birds,Impatient monk",Arguing,Near ear
14,9,"Bất Nhẫn rất khó chịu. Thêm vào đó, đàn con khóc đói chíu chít điếc cả tai. Nhè lúc vợ chồng chim cãi vã đến chỗ găng nhất, Bất Nhẫn bỏ tay lên tai giật cái tổ chim vứt mạnh xuống đất và nói: - 'Đồ khốn! Chỉ có mỗi một chuyện đó mà chúng mày làm điếc tai ông từ sáng đến giờ'.","Bất Nhẫn became very irritated. On top of that, the hungry chicks were chirping so loudly it was deafening. At the peak of the birds' argument, Bất Nhẫn raised his hand to his ear, snatched the nest, threw it forcefully to the ground, and yelled: 'You wretches! You've been deafening me since morning over such a trivial matter!'","Traditional Vietnamese painting style, the monk suddenly breaking his meditation, angrily grabbing the bird nest from his ear and throwing it to the ground, expression of rage, dramatic action, medium shot, highly detailed, 8k resolution.",Impatient monk,Throwing,Nest
15,9,Thế là công sức tu luyện của Bất Nhẫn sắp hoàn thành thốt nhiên vứt bỏ trong chốc lát.,"And just like that, the fruits of Bất Nhẫn's nearly completed ascetic practice were thrown away in an instant.","Traditional Vietnamese painting style, the monk standing up looking at the broken nest on the ground, realization of failure, gloomy atmosphere, symbolic of lost progress, medium shot, highly detailed, professional artwork.",Impatient monk,Losing,Merit
16,9,"Nhưng Bất Nhẫn vẫn không nản chí. Trước tòa sen, chàng hứa sẽ kiếm cách tỏ rõ sự hối lỗi của mình. Chàng tìm đến một khúc sông nước chảy xiết, tình nguyện làm người chèo đò đưa khách bộ hành quá giang mà không lấy tiền. Chàng quyết chở cho đến người thứ một trăm mới chịu nghỉ tay.","But Bất Nhẫn was not discouraged. Before the lotus throne, he promised to find a way to show his remorse. He went to a stretch of river with a strong current and volunteered to be a ferryman, taking travelers across without charge. He resolved not to rest until he had ferried his one-hundredth person.","Traditional Vietnamese painting style, the monk standing by a turbulent river with a wooden boat, praying to the heavens, vowing to ferry people, determination, landscape shot, highly detailed, masterpiece quality.",Impatient monk,Vowing,To ferry
17,9,"Lần này Bất Nhẫn tỏ ra một người rất nhẫn nại. Tuy bến sông thường vắng khách, chàng vẫn không chịu bỏ dở công việc. Luôn trong hai năm chàng chở được chín mươi tám người mà không xảy ra việc gì.","This time, Bất Nhẫn proved to be very patient. Although the ferry crossing was often quiet, he did not abandon his task. For two years, he ferried ninety-eight people without incident.","Traditional Vietnamese painting style, the monk rowing a boat across the river with passengers, calm demeanor, river landscape, passage of time, medium shot, highly detailed, 8k resolution.",Impatient monk,Ferrying,Passengers
18,9,"Một hôm vào khoảng giữa thu, nước sông tự nhiên tràn về chảy xiết hơn mọi ngày. Trời bỗng đổ một trận mưa lớn. Giữa lúc đó có một người đàn bà dắt một em bé đòi qua sông. Hắn có vẻ là vợ một viên quan sở tại; chưa bước xuống thuyền đã dọa Bất Nhẫn:","One day in mid-autumn, the river swelled and flowed more swiftly than usual. A heavy rain began to fall. At that moment, a woman leading a small child demanded to be taken across the river. She appeared to be the wife of a local official; before she even stepped into the boat, she threatened Bất Nhẫn:","Traditional Vietnamese painting style, heavy rain and storm, a haughty woman holding a child standing on the riverbank demanding to cross, the monk waiting on the boat, dramatic weather, medium shot, highly detailed, professional artwork.","Woman,Impatient monk",Demanding,Ride
19,9,"Chưa bước xuống thuyền, bà ta đã quát: 'Chèo cho vững tay! Che cho kín! Nếu ướt át, ta sẽ cho ăn đòn!'","- Remember to row steadily, do you hear? And keep the cover tight. If we get wet, you'll feel the whip on your backside.","Traditional Vietnamese painting style, the woman shouting commands at the monk, pointing her finger, the monk looking down patiently, rain falling, tense atmosphere, medium shot, highly detailed, masterpiece quality.","Woman,Impatient monk",Shouting at,Monk
20,9,"Nghe nói thế Bất Nhẫn đã hơi bực, nhưng chàng nín được và vẫn giữ vẻ mặt tươi cười đáp: - Bà và cậu đừng sợ gì cả. Tôi xin cố sức.","Hearing this, Bất Nhẫn was slightly annoyed, but he restrained himself and replied with a smile: 'Madam and young sir, do not be afraid. I will do my best.'","Traditional Vietnamese painting style, close up of the monk's face showing suppressed annoyance but keeping a calm exterior, rowing through choppy water, rain splashing, highly detailed, 8k resolution.",Impatient monk,Suppressing,Anger
21,9,"Rồi chàng vận dụng hết tài nghề để đưa hai mẹ con nhà nọ qua bên kia sông được vô sự. Lúc sắp lên bờ, người đàn bà bỗng kêu lên: - Ta quên khuấy đi mất. Có một gói hành lý bỏ quên ở quán bên kia. Vậy nhà ngươi chịu khó chèo sang lấy hộ.","He then used all his skill to get the mother and child to the other side safely. Just as they were about to disembark, the woman suddenly exclaimed: 'I've completely forgotten! There's a package I left at the stall on the other side. You must be good enough to row back and fetch it for me.'","Traditional Vietnamese painting style, the boat reaching the other side, the woman gesturing back across the wide river indicating forgotten luggage, the monk looking tired, grey sky, medium shot, highly detailed, professional artwork.","Woman,Impatient monk",Ordering,Return
22,9,Bất Nhẫn nín lặng cắm cổ chèo qua sông giữa sóng gió. Mãi đến gần tối chật vật lắm chàng mới đưa được gói hành lý sang cho người đàn bà.,"Bất Nhẫn silently bent his back and rowed across the river amidst the waves and wind. After a great struggle, he managed to bring the package to the woman as evening approached.","Traditional Vietnamese painting style, evening twilight, the soaked monk handing a bundle of luggage to the woman, exhaustion on his face, river background, medium shot, highly detailed, masterpiece quality.",Impatient monk,Returning,Luggage
23,9,"Nhưng khi soát lại gói, người đàn bà nọ lại kêu lên: - Thôi rồi! Còn một đôi giày của thằng bé bỏ ở gậm giường. Thế nào nhà ngươi cũng phải gắng sang lấy cho ta một lần nữa.","But upon checking the package, the woman cried out again: 'Oh no! A pair of the boy's shoes is still under the bed. You must make the effort to go back and get them for me one more time.'","Traditional Vietnamese painting style, the woman checking the bundle and pointing back to the river again for the child's shoes, the monk's face turning red with anger, dramatic lighting, medium shot, highly detailed, 8k resolution.","Woman,Impatient monk",Demanding,Shoes
24,9,Người đàn bà nói chưa dứt lời thì Bất Nhẵn đã chỉ tay vào mặt: - Cút đi đồ chó ghẻ! Tao có phải sinh ra để hầu hạ mẹ con nhà mày mãi đâu.,"Before the woman could finish her sentence, Bất Nhẫn pointed a finger in her face: 'Get lost, you mangy dog! I wasn't born to serve you and your child forever!'","Traditional Vietnamese painting style, the monk exploding in rage, shouting at the woman and pointing away, losing control, storm clouds gathering, dramatic energy, medium shot, highly detailed, professional artwork.",Impatient monk,Shouting,In rage
25,9,"Nhưng người đàn bà ấy vốn là đức Phật Quan âm hiện hình xuống thử lòng người đệ tử khổ tu đó; bấy giờ lại hiện nguyên hình và cất tiếng bảo chàng: - Nhà ngươi vẫn chưa thực tâm nhẫn nhục, như thế thì tu gì mà tu. Có tu hú!","But that woman was actually the Bodhisattva Quan Âm, who had taken human form to test the ascetic disciple's heart. She then revealed her true form and said to him: 'You still lack true patience. With such an attitude, what kind of spiritual practice ('tu') are you doing? It's a 'tu hú'!' (a pun linking the word for 'practice' with the name of the cuckoo bird).","Traditional Vietnamese painting style, the woman transforming into the radiant Bodhisattva compassionate Buddhist goddess standing on a cloud, golden light illuminating the dark river, the monk looking shocked and small, divine atmosphere, wide shot, highly detailed, masterpiece quality.","compassionate Buddhist goddess,Impatient monk",Revealing,Herself
26,9,"Bất Nhẫn thẹn quá đành cúi đầu nhận lỗi. Phật bà Quan âm sau đó bắt Bất Nhẫn hóa thành một giống chim mà người đời sau quen gọi là chim tu hú. Họ bảo thứ chim đó vào khoảng cuối hè sang thu hay xuất hiện, đúng vào lúc xảy ra câu chuyện giữa Bất Nhẫn với Phật bà.","Overcome with shame, Bất Nhẫn could only bow his head and accept his fault. The Bodhisattva Quan Âm then transformed Bất Nhẫn into a species of bird that later generations would call the 'tu hú' bird (the cuckoo). It is said that this bird often appears from late summer to early autumn, the very time when the encounter between Bất Nhẫn and the Bodhisattva took place.","Traditional Vietnamese painting style, the monk bowing in shame and transforming into a Tu Hu bird (cuckoo), flying up towards the sky, sad but poetic ending, soft lighting, highly detailed, 8k resolution.",Impatient monk (bird),Transforming into,Bird
