paragraph_id,chapter,original_text,translated_text,prompt,subject,verb,object
11,24,"Lục trời gần rạng, ông nghe có một đàn chim sẻ bay ngang đầu nói chuyện với nhau, ông lắng tai nghe.","He tilted his head, listening intently to their chirps.","Traditional Vietnamese painting style, close-up of Old Man's face in the dark, ear tilted toward a barred window, birds chirping outside, hopeful lighting, professional artwork.",Old Man,Listening,To the sparrows
12,24,"Khi gặp mấy vị quan đầu tỉnh, Dã Tràng mới cho họ biết rằng vua Hiến Đế ở phương Bắc đã sai tướng mang quân sang đánh úp nước mình.","Later, Da Trang stood before a Mandarin in a blue silk robe, pointing north.","Traditional Vietnamese painting style, Old Man standing before a high-ranking Mandarin in blue silk robes, pointing toward the northern mountains, courtroom setting, 8k resolution.","Old Man,Mandarin",Informing,The Mandarin
13,24,"Và nội ngày hôm sau, Dã Tràng được thả vì lời mách của ông quả không sai.",The Mandarin nodded and unlocked Da Trang's chains.,"Traditional Vietnamese painting style, a Mandarin nodding with a satisfied look, soldiers unlocking Old Man's wooden gallows and chains, bright morning light, professional artwork.","Mandarin,Old Man",Releasing,Da Trang
14,24,"Dã Tràng đi bộ lần về quê nhà, tìm cách vào nhà người bạn rất thân là Trần Anh nghỉ chân.",Da Trang stayed at a friend's wooden house.,"Traditional Vietnamese painting style, Old Man walking toward a traditional wooden house with a tiled roof, green trees and a welcoming atmosphere, rustic charm, masterpiece quality.","Old Man,Friend's house",Visiting,A friend's house
15,24,"Trần Anh xuống bếp mài dao, định bụng làm thịt một con ngỗng đãi bạn.","In the dim kitchen, the friend sharpened a large knife to kill two white geese.","Traditional Vietnamese painting style, a man sharpening a large metal knife in a dim traditional kitchen, two white geese nearby, smoke from a stove, 8k resolution.","Friend,Geese",Sharpening,A knife
16,24,Khi Trần Anh sắp cắt cổ ngỗng thì Dã Tràng đã lật đật chạy xuống bếp nắm lấy dao can ngăn.,"Da Trang rushed in, grabbing the friend's arm to stop the blade.","Traditional Vietnamese painting style, Old Man grabbing his friend's arm just as the knife reaches a white goose, dynamic action, urgency in their faces, professional artwork.","Old Man,Friend,Geese",Stopping,The friend
17,24,"Cặp ngỗng ở ngoài chuồng nghe được câu chuyện, chụm đầu vào nhau nhìn Dã Tràng.","In a bamboo cage nearby, two white geese pressed their heads together, looking at Da Trang.","Traditional Vietnamese painting style, two white geese in a bamboo cage, their heads touching as they look toward Old Man with intelligent eyes, 8k resolution.","Geese,Old Man",Watching,Da Trang
18,24,"Dã Tràng đến ao, thấy vợ chồng nhà ngỗng cùng với đàn con đứng chực ở đấy.","Before Da Trang left, the white gander approached him near the pond.","Traditional Vietnamese painting style, Old Man standing by a clear pond, a large white gander and several goslings approaching him, peaceful nature scene, masterpiece quality.","White gander,Old Man",Approaching,Da Trang
19,24,Ngỗng đực tặng Dã Tràng một viên ngọc và nói xin tặng người viên ngọc này để báo đền.,The bird opened its yellow beak and dropped a shimmering blue pearl into Da Trang's hand.,"Traditional Vietnamese painting style, a white goose dropping a shimmering blue pearl from its beak into Old Man's open palm, pond reflection, professional artwork.","White gander,Blue pearl",Giving,A blue pearl
20,24,"Dã Tràng cầm viên ngọc lên, thấy ánh nước dập dờn bên trong.","Da Trang held the blue pearl up to the sunlight, seeing the reflection of water rippling inside it.","Traditional Vietnamese painting style, Old Man holding a blue pearl against the sun, magical water ripples visible inside the gem, shimmering light, 8k resolution.","Old Man,Blue pearl",Inspecting,The blue pearl
21,24,"Khi đến bờ sông, Dã Tràng muốn thử xem công hiệu của viên ngọc mới, liền cứ để nguyên quần áo đi xuống nước.","Da Trang walked into the river, the water magically parting around his body.","Traditional Vietnamese painting style, Old Man walking into a deep river, the water parting like walls on either side of him, white foam, miraculous scene, masterpiece quality.","Old Man,River",Walking,Into the river
22,24,Ông đứng dưới đáy sông rồi cầm viên ngọc khoắng vào nước nhiều lần để xem hiệu quả thế nào.,He stood on the riverbed and swirled the blue pearl.,"Traditional Vietnamese painting style, Old Man standing on the sandy riverbed surrounded by fish, swirling a blue pearl, water moving in circles, professional artwork.","Old Man,Blue pearl",Swirling,The blue pearl
23,24,Long Vương và các triều thần đang hội họp ở thủy phủ bỗng thấy nhà cửa lâu đài và mọi kiến trúc khác tự nhiên rung động.,"Deep below, the Dragon King's crystal palace cracked and shook.","Traditional Vietnamese painting style, an underwater crystal palace shaking and cracking, sea creatures swimming in panic, bubbles everywhere, 8k resolution.",Dragon Palace,Shaking,Underwater
24,24,"Long Vương thấy vậy sợ hãi, phải ra vái chào và tiếp đãi Dã Tràng rất hậu.","The Dragon King, a humanoid figure with deer horns and yellow robes, covered his ears in pain and bowed to Da Trang.","Traditional Vietnamese painting style, the Dragon King with deer horns and yellow silk robes bowing respectfully to Old Man on the ocean floor, majestic underwater court, masterpiece quality.","Dragon King,Old Man",Greeting,Da Trang
25,24,"Khi về đến nhà, Dã Tràng thấy cửa nhà trống hoác.",Da Trang returned to his empty house.,"Traditional Vietnamese painting style, Old Man standing at the open door of his silent, empty house, long shadows, lonely atmosphere, 8k resolution.","Old Man,Empty house",Returning,To an empty house
26,24,"Ông lục lọi khắp nơi, tìm mãi không thấy túi ngọc đâu cả.",He frantically searched the wooden shelves and chests.,"Traditional Vietnamese painting style, Old Man searching through wooden chests and shelves, clothes scattered on the floor, look of desperation, professional artwork.",Old Man,Searching,For the pearls
27,24,Cuối cùng ông bắt được một mảnh giấy do vợ viết để lại trên bàn.,He found only a crumpled paper letter on the table.,"Traditional Vietnamese painting style, Old Man picking up a small crumpled paper from a wooden table, dim lighting, focus on his hand and the paper, 8k resolution.","Old Man,Letter",Finding,A letter
28,24,"Đọc xong thư vợ, Dã Tràng quỵ xuống, mặt méo xệch đi vì đau đớn.","He dropped to his knees on the earthen floor, clutching the letter, his face twisted in shock and grief.","Traditional Vietnamese painting style, Old Man kneeling on the floor, clutching a letter to his chest, expression of deep sorrow and shock, dramatic lighting, masterpiece quality.",Old Man,Kneeling,In grief
29,24,Ngày ngày ông xe cát chở đến bờ quyết lấp biển để tìm lại ngọc.,"Da Trang, looking exhausted and thin, carried heavy bamboo baskets filled with sand, dumping them into the vast blue ocean.","Traditional Vietnamese painting style, a thin old man carrying heavy bamboo baskets of sand toward the vast blue sea, tireless effort, coastline background, professional artwork.","Old Man,Sand",Dumping,Sand into the sea
30,24,"Cho tận đến lúc chết, Dã Tràng vẫn không chịu bỏ dở công việc, gục ngã bên bờ biển.",He worked until he collapsed on the wet shore.,"Traditional Vietnamese painting style, Old Man lying motionless on the wet sand by the waves, an empty basket nearby, sunset over the ocean, emotional ending, 8k resolution.",Old Man,Collapsing,On the shore
31,24,"Chết rồi ông hóa thành con còng còng hay còn gọi là Dã Tràng, ngày ngày xe cát để lấp biển.","From his lifeless hand, a small purple sand crab crawled out, pushing a tiny ball of sand toward the waves.","Traditional Vietnamese painting style, a small purple crab on the beach pushing a tiny ball of sand toward the ocean waves, symbolic and poetic ending, masterpiece quality.",Small crab,Pushing,A ball of sand
