paragraph_id,chapter,original_text,translated_text,prompt,subject,verb,object
11,23,Ông trèo lên cây và tìm thấy một cái chuôi gươm nạm ngọc sáng lấp lánh trong vòm lá.,He climbed up and found a sword hilt encrusted with jade and precious gems sparkling in the leaves. He grasped the shining hilt firmly.,"Traditional Vietnamese painting style, rebel leader perched on a tree branch, reaching for a sword hilt decorated with sparkling green jade and jewels, forest leaves surrounding him, 8k resolution.","rebel leader,Jeweled hilt",Finding,A jeweled hilt
12,23,"Vài hôm sau, Lê Lợi lắp lưỡi gươm của Lê Thận vào chuôi ngọc, chúng vừa khít và sáng rực như đuốc.","Days later, Le Loi met Le Than again. He fitted the rusty blade into the jeweled hilt. Click! They fit perfectly. The rust vanished instantly, and the sword shone brighter than a torch.","Traditional Vietnamese painting style, rebel leader fitting the blade into the hilt, a blinding burst of white light, the sword becoming clean and shiny, amazed soldiers watching, professional artwork.","rebel leader,Soldiers",Assembling,The magic sword
13,23,"Lê Thận và binh sĩ quỳ xuống nền đất, dâng thanh gươm hoàn chỉnh cho chủ tướng.","Le Than and the soldiers knelt down on the earthen floor, raising their hands to offer the complete weapon to Le Loi.","Traditional Vietnamese painting style, Loyal soldier and several soldiers kneeling respectfully on the ground, holding the sword up with both hands towards rebel leader, loyal atmosphere, masterpiece quality.","Loyal soldier,rebel leader",Offering,The sword
14,23,"Lê Lợi cưỡi chiến mã, giơ cao thanh gươm thần, quân Minh sợ hãi bỏ chạy.","Le Loi rode a warhorse, raising the glowing magic sword high. The Ming soldiers dropped their weapons and ran north in fear.","Traditional Vietnamese painting style, rebel leader on a white warhorse raising the glowing sword, Ming soldiers fleeing in panic in the background, epic battle victory, 8k resolution.","rebel leader,Ming invaders",Raising,The sword
15,23,"Tiếng trống trận vang lừng, nghĩa quân tiến lên, mang theo lương thực và cờ phướn.","Victory drums beat loudly. The rebel soldiers marched forward, carrying baskets full of rice and waving flags.","Traditional Vietnamese painting style, a triumphant parade of rebel soldiers, beating large drums, waving colorful flags, festive and victorious mood, professional artwork.",Lam Son rebel army,Marching,Forward
16,23,"Đất nước sạch bóng quân thù, Lê Lợi ngồi trên ngai vàng tại kinh đô, mặc hoàng bào.","With the invaders gone, Le Loi sat on the royal throne in the capital. He wore a yellow dragon robe and a golden crown.","Traditional Vietnamese painting style, Legendary Vietnamese king sitting on a golden throne in the royal palace, wearing a bright yellow dragon robe and crown, regal and dignified, masterpiece quality.",Legendary Vietnamese king,Sitting,On the throne
17,23,"Ông đứng trên lầu cao cung điện, nhìn ngắm ruộng đồng xanh tốt và cảnh thái bình.","He looked out from the palace balcony at the green rice paddies and busy village markets, ruling a unified land.","Traditional Vietnamese painting style, Legendary Vietnamese king standing on a high palace balcony, looking out over lush green rice fields and a peaceful village, prosperity and peace, 8k resolution.",Legendary Vietnamese king,Watching,The peaceful land
18,23,"Một năm sau, vua ngồi thuyền rồng dạo chơi trên hồ Tả Vọng, Rùa Vàng khổng lồ nhô lên mặt nước.","One year later, the King sat on a dragon boat gliding over the green water of Ta Vong Lake. Suddenly, a giant Golden Turtle emerged from the water, its shell shining in the sun.","Traditional Vietnamese painting style, a royal dragon boat on a green lake, a giant Golden Turtle with a shimmering shell rising from the water, sunlight reflecting on ripples, professional artwork.","Legendary Vietnamese king,Golden Turtle",Emerging,From the lake
19,23,"Rùa Vàng cất tiếng nói với nhà vua, xin lại gươm thần.","The Turtle raised its head above the surface and spoke to the King, asking for the sword.","Traditional Vietnamese painting style, the Golden Turtle with its head above water, looking at the King, a divine and calm interaction, green water and willow trees in background, masterpiece quality.","Golden Turtle,Legendary Vietnamese king",Requesting,The sword
20,23,"Vua rút gươm báu ra, hai tay dâng về phía mặt nước.",The King unsheathed the magic sword and held it out with both hands.,"Traditional Vietnamese painting style, Legendary Vietnamese king standing at the edge of the dragon boat, holding the magic sword horizontally with both hands, offering it to the lake, 8k resolution.","Legendary Vietnamese king,Golden Turtle",Dâng,The magic sword
21,23,"Thanh gươm bay về phía miệng Rùa Vàng, Rùa ngậm lấy rồi lặn xuống sâu.","The sword flew from his hands toward the water. The Golden Turtle caught the blade in its mouth and dove down, leaving only ripples on the surface. The lake was named Hoan Kiem.","Traditional Vietnamese painting style, the golden sword flying through the air into the mouth of the Golden Turtle, the turtle diving into the green water, leaving concentric ripples, professional artwork.","Golden Turtle,Magic sword",Taking,The sword
