paragraph_id,chapter,original_text,translated_text,prompt,subject,verb,object
11,22,"Âu Cơ ở lại một mình ngồi trên mỏm đá, ôm ngực khóc, tháng ngày chờ mong buồn tủi.","Au Co sat alone on a high rock by the shore, clutching her chest, tears streaming down her face as she watched the empty horizon.","Traditional Vietnamese painting style, Âu Cơ sitting on a high jagged rock by the sea, looking out at the horizon with tears on her face, lonely and sad mood, masterpiece quality.",Mountain fairy,Crying,On a rock
12,22,"Không chịu nổi sự im lặng, nàng đứng dậy gọi chồng lên và than thở.","Unable to bear the silence, she stood up and shouted towards the sea, calling his name.","Traditional Vietnamese painting style, Âu Cơ standing at the edge of a cliff, arms outstretched, shouting towards the vast ocean, dramatic wind blowing her robes, 8k resolution, professional artwork.",Mountain fairy,Calling,Her husband
13,22,"Lạc Long Quân từ dưới nước hiện lên, áo giáp ướt sũng, đứng trước mặt Âu Cơ.","Lac Long Quan emerged from the water, his armor dripping wet. He stood before Au Co.","Traditional Vietnamese painting style, Lạc Long Quân emerging from the waves, water dripping from his scale armor, standing on the beach before Âu Cơ, serious expression, cinematic lighting.","Dragon lineage lord,Mountain fairy",Appearing,Before Au Co
14,22,"Lạc Long Quân chỉ tay về phía biển và núi, nói: ""Ta nòi rồng ở miền nước thẳm, nàng dòng tiên ở chốn non cao, khó ở cùng nhau.""","He pointed first to the deep blue ocean, then to the high green mountains. He said: ""I am a Dragon from the deep water; you are a Fairy from the high peaks. We cannot live together.""","Traditional Vietnamese painting style, Lạc Long Quân pointing one hand to the sea and the other to the mountains, speaking to Âu Cơ, a symbolic divide between water and earth, masterpiece quality.","Dragon lineage lord,Mountain fairy",Explaining,The separation
15,22,Năm mươi người con trai mạnh mẽ theo cha đi xuống biển.,The family divided into two groups. Fifty strong sons followed their father walking toward the crashing waves of the sea.,"Traditional Vietnamese painting style, Lạc Long Quân leading fifty strong sons into the ocean waves, foam splashing, a grand journey beginning, 8k resolution, professional artwork.","Dragon lineage lord,Sons",Following,Father to the sea
16,22,Năm mươi người con còn lại theo mẹ lên núi cao đầy sương mù.,Fifty sons followed their mother climbing toward the misty forest-covered mountains.,"Traditional Vietnamese painting style, Âu Cơ leading fifty sons up a winding mountain path into the white mist and green forests, epic landscape, masterpiece quality.","Mountain fairy,Sons",Following,Mother to the mountains
17,22,"Họ quay lại vẫy tay chào tạm biệt nhau, chia nhau cai quản các phương.",They turned back and waved goodbye to each other.,"Traditional Vietnamese painting style, two groups of sons on a high ridge and a beach waving goodbye to each other across a distance, emotional farewell, panoramic view, 8k resolution.",Brothers,Waving,Goodbye
18,22,"Người con trưởng được tôn lên làm vua Hùng, ngồi trên ngai vàng bằng đồng ở đất Phong Châu.","The eldest son sat on a bronze throne in Phong Chau, becoming King Hung. He wore a hat decorated with bird feathers and held a bronze spear.","Traditional Vietnamese painting style, King Hung sitting on a bronze throne in the ancient capital of Phong Chau, wearing a feathered hat and holding a bronze spear, regal and ancient, masterpiece quality.",Legendary Vietnamese king,Becoming,King Hung
19,22,"Triều đình có các quan lang đứng hai bên, xung quanh đặt những chiếc trống đồng lớn.","His court officials stood in rows wearing loincloths, with large bronze drums placed around the hall.","Traditional Vietnamese painting style, an ancient royal court with rows of officials, giant bronze drums with intricate star patterns, primitive but grand atmosphere, professional artwork.","Legendary Vietnamese king,Officials,Bronze Drums",Standing,In the court
20,22,"Trên bầu trời, Rồng Vàng và Tiên Nữ cùng nhìn xuống bảo vệ xóm làng, ruộng đồng Việt Nam.","High in the sky, a majestic Golden Dragon curled through the clouds, while a glowing Fairy stood on a mountain peak. They both looked down protectively at the peaceful villages and green rice fields of Vietnam below.","Traditional Vietnamese painting style, a golden dragon in the clouds and a fairy on a peak looking down at lush green rice fields and small villages, protective and sacred aura, 8k resolution, masterpiece quality.",Dragon and Fairy,Protecting,The land of Vietnam
