paragraph_id,chapter,original_text,translated_text,prompt,subject,verb,object
11,4,"Hơn một tháng đầu, đời sống của vợ chồng đã tạm ổn. Nhà ở thì chui trong hốc đá đã được đan phên che sương gió. Nước uống thì đã có suối. Muối không có thì đã có nước biển. Nhưng còn việc kéo dài sự sống? Hai vợ chồng nhìn vào bồ gạo đã vơi: - 'Nếu chúng ta có được một nắm hạt giống thì quyết không lo ngại gì cả'.","For the first month, the couple's life stabilized somewhat. They sheltered in a rock crevice, which they shielded from the elements with a woven screen. A spring provided drinking water. Lacking salt, they used seawater. But what about sustaining their lives long-term? The couple looked at their diminishing basket of rice: 'If only we had a handful of seeds, we would have nothing to fear.'","Traditional Vietnamese painting style, the couple sitting inside a makeshift shelter in a rock crevice, looking worriedly at a nearly empty bamboo rice basket, primitive living conditions, natural light, survival atmosphere, medium shot, highly detailed, professional artwork.","Young man,Wife",Looking at,Empty rice basket
12,4,"Tự nhiên, một hôm có một đàn chim lớn bay từ phương Tây lại, đậu đen ngòm cả một bãi cát. Rồi chúng bay đến trước mặt hai vợ chồng kêu váng cả lên, thả xuống năm sáu hạt.","Then one day, a large flock of birds flew in from the west, landing and covering a stretch of sand. They then flew before the couple, squawking loudly, and dropped five or six seeds.","Traditional Vietnamese painting style, a large flock of black birds flying over the white sand beach, dropping small black seeds near Young man's feet, Mai looking up in surprise, dynamic motion, high contrast, highly detailed, 8k resolution.","Birds,Young man",Dropping,Seeds
13,4,"Ít lâu sau từ những hạt ấy mọc ra một loại cây dây bò lan xanh um cả bãi. Dây bò đến đâu, những quả xanh non mơn mởn nhú ra đến đấy. Ít lâu sau nữa, vợ chồng ra xem thì quả nào quả ấy đã lớn lên như thổi, da xanh mượt, tròn to bằng đầu người.","A short time later, from those seeds grew a type of creeping vine that spread, turning the beach lush green. Wherever the vines went, fresh, tender green fruits emerged. A while later, the couple went to check and saw that each fruit had grown astonishingly large, with smooth green skin, round and as big as a person's head.","Traditional Vietnamese painting style, a lush patch of green vines spreading over the sand, large round green watermelons growing on the vines, sunlight glistening on the fruit skin, miracle of nature, close-up landscape, highly detailed, masterpiece quality.","Green Vines,Watermelons",Spreading / Growing,On sand
14,4,"Mai trẩy một quả, bổ ra thấy ruột đỏ hồng, hạt đen nhánh. Vợ chồng con cái cùng nếm thấy vị thanh thanh dịu ngọt. Càng ăn càng mát đến ruột gan. Mai reo lên: - Ồ! đây là thứ dưa lạ, chưa từng thấy bao giờ. Hãy gọi nó là dưa Tây, vì thứ dưa này được bầy chim đưa từ phương Tây lại, từ đất liền ra cho chúng ta. Trời nuôi sống chúng ta rồi!","Mai An Tiem picked one fruit and cut it open, revealing pinkish-red flesh and shiny black seeds. The family tasted it and found it to have a light, sweet, and gentle flavor. The more they ate, the more refreshed they felt to their core. Mai An Tiem exclaimed: 'Oh! This is a strange melon, the likes of which I've never seen. Let's call it the Western Melon (Dưa Tây), for it was brought to us from the west by birds. Heaven has provided for us!'","Traditional Vietnamese painting style, Young man holding a split watermelon showing bright red flesh and black seeds, his wife and child eating slices happily, expressions of joy and relief, beach background, vibrant colors, medium shot, highly detailed, professional artwork.","Young man,Wife,Son",Holding / Eating,Watermelon
15,4,Từ hôm đó hai vợ chồng cố trồng thêm cho thật nhiều dưa. Họ trù tính ăn dưa thay cơm để đỡ phải dùng số gạo đã gần kiệt.,"From that day on, the couple worked hard to plant many more melons. They planned to eat the melons instead of rice to conserve their nearly exhausted supply.","Traditional Vietnamese painting style, Mai and his wife working hard under the sun, digging the sand to plant more melon seeds, vast green field of melons extending into the distance, hardworking atmosphere, wide angle, highly detailed, 8k resolution.","Young man,Wife",Planting / Digging,Melon field
16,4,"Một hôm vợ chồng Mai bắt gặp một chiếc thuyền đánh cá đi lạc ra đảo. Sau khi giúp họ sửa buồm lái để trở về đất liền, Mai còn đưa biếu một số dưa để họ đưa về cho mọi người nếm thử. Mai bảo họ chở gạo ra đổi lấy dưa.","One day, Mai An Tiem and his wife came across a fishing boat that had drifted to their island. After helping the fishermen repair their sail and rudder to return to the mainland, Mai An Tiem gave them some melons to take back for others to taste. He asked them to bring rice back to trade for more melons.","Traditional Vietnamese painting style, Mai helping fishermen fix a wooden sail on a boat beached on the sand, giving them watermelons as gifts, blue sea background, cooperative atmosphere, medium shot, highly detailed, masterpiece quality.","Young man,Fishermen",Helping / Giving melons,Fishermen
17,4,"Chỉ cách mấy ngày, con thuyền thứ nhất đã đến cắm neo ở bến, chở ra cho hai vợ chồng khá nhiều gạo. Hai bên y ước: một bên nhận lấy số gạo còn một bên xếp dưa xuống thuyền.","Just a few days later, the first boat returned and anchored at the shore, bringing a good amount of rice for the couple. They honored their agreement: one party took the rice while the other loaded melons onto the boat.","Traditional Vietnamese painting style, trade scene on the beach, fishermen unloading white rice sacks while Mai loads round watermelons onto the boat, sunny weather, busy and hopeful mood, medium shot, highly detailed, professional artwork.","Fishermen,Young man",Exchanging rice,For melons
18,4,"Từ đó trở đi, bữa ăn của họ đã khác trước. Ngồi bên nồi cơm trắng hơi lên nghi ngút, vợ Mai ôm lấy con, lẩm bẩm: - 'Trời nuôi sống chúng ta thực!' Cũng từ hôm đó, vợ chồng trồng thêm nhiều dưa nữa. Kết quả là thuyền buôn có, thuyền chài có, lũ lượt ra đỗ ở hải đảo đưa gạo, áo quần, gà lợn, dao búa, lại có cả các thứ hạt giống khác, để đổi lấy dưa.","From then on, their meals were different. Sitting beside a steaming pot of white rice, Mai's wife hugged their child and murmured: 'Heaven truly is sustaining us!' From that day, the couple planted even more melons. As a result, merchant ships and fishing boats came in droves to the island, bringing rice, clothing, chickens, pigs, tools, and even other types of seeds to trade for the melons.","Traditional Vietnamese painting style, family sitting around a full meal with steaming rice, background shows the beach busy with many boats arriving and goods being traded, prosperous atmosphere, wide shot, highly detailed, 8k resolution.","Young man,Wife,Son",Eating / Watching,Busy beach
19,4,Những người trong thuyền nói với Mai: - Thật quả từ xưa chưa hề có loại dưa nào quý đến thế. Ở vùng chúng tôi ai cũng ao ước được nếm một miếng thứ 'dưa hấu' này dù phải đổi bao nhiêu gạo cũng không tiếc.,"The people from the boats told Mai An Tiem: 'Truly, there has never been such a precious melon. In our region, everyone longs to taste a piece of this 'watermelon' (dưa hấu), and they don't regret how much rice they must trade for it.'","Traditional Vietnamese painting style, a group of traders inspecting watermelons in their hands with admiration, speaking to Young man, detailed facial expressions of delight, beach market setting, close-up, highly detailed, masterpiece quality.","Traders,Young man",Admiring / Praising,Watermelon
20,4,Ngày ấy người ta tranh nhau mua dưa lấy giống cho nên chỉ trong vài ba năm giống dưa lan tràn khắp nơi. Tên tuổi vợ chồng Mai An Tiêm được truyền đi xa rộng. Dân gọi tôn là 'Bố cái dưa Tây'.,"In those days, people clamored to buy the melons for their seeds, so within just a few years, the melon variety had spread everywhere. The names of Mai An Tiem and his wife became widely known. The people respectfully called him the 'Father of the Western Melon'.","Traditional Vietnamese painting style, a bustling mainland market scene where people are crowding to buy watermelons and seeds, talking about Young man, vibrant colors of ancient Vietnam, wide angle, highly detailed, professional artwork.","People,Watermelons",Buying / Crowding,Melons
21,4,Lại nói chuyện vua Hùng một hôm la rầy viên quan hầu đã vì dốt nát để thợ dựng hỏng một ngôi nhà. Vua buột miệng than thở - 'Phải chi có Mai An Tiêm thì đâu đến nỗi'. Ngày hôm đó vua nhắc mãi đến chàng. Đã hai lần vua cho hỏi Lạc hầu xem hiện giờ Mai đang làm gì ở đâu. Lạc hầu đáp liều: - 'Chắc hắn không còn nữa!'.,"Meanwhile, back at the court, the Hung King was one day scolding an attendant whose incompetence had led to a poorly constructed house. The King sighed and blurted out, 'If only Mai An Tiem were here, this wouldn't have happened.' He spoke of him often that day. Twice, he asked a Lac Hau lord where Mai An Tiem was and what he was doing. The lord answered recklessly: 'He is surely dead by now!'","Traditional Vietnamese painting style, Legendary Vietnamese king looking disappointed at a poorly constructed wooden pillar in the palace, scolding a kneeling servant, remembering Young man, regretful atmosphere, medium shot, highly detailed, 8k resolution.","Legendary Vietnamese king,Servant",Scolding / Regretting,Servant
22,4,"Nhưng vua không tin. Vua sai ngay một tên nô khác cấp cho lương ăn và thuyền để hắn vào châu Ái tìm Mai An Tiêm. Một tháng sau, hắn ta mang về cho vua một thuyền đầy dưa Tây và nói: - Đây là lễ vật của ông bà Mai dâng bệ hạ.","But the King did not believe it. He immediately ordered another servant to be given provisions and a boat to go to Ái province to find Mai An Tiem. A month later, the servant returned with a boat full of Western Melons and said: 'This is a tribute from Master and Mistress Mai to Your Majesty.'","Traditional Vietnamese painting style, a servant kneeling before Legendary Vietnamese king presenting a tray of large green watermelons, the King looking surprised and pleased, palace setting, medium shot, highly detailed, masterpiece quality.","Servant,Legendary Vietnamese king",Presenting,Watermelons
23,4,"Hắn kể cho vua biết rõ những ngày tân khổ và tình trạng hiện nay của hai vợ chồng Mai. Rồi hắn tâu tiếp: - Bây giờ ông bà Mai đã có nhà cửa ở ngoài ấy khá đẹp, có đến hơn mười người hầu hạ, có bãi dưa, có ruộng lúa và rất nhiều lợn gà...","He recounted to the King in detail the couple's hardships and their current situation. He continued his report: 'Now, Master and Mistress Mai have a rather beautiful home out there, with more than ten servants, fields of melons, rice paddies, and many pigs and chickens...'","Traditional Vietnamese painting style, the servant gesturing with hands describing a large house and farm, Legendary Vietnamese king listening intently with a smile, warm lighting, storytelling atmosphere, close-up, highly detailed, professional artwork.","Servant,Legendary Vietnamese king",Describing,Mai's prosperity
24,4,"Vua Hùng càng nghe càng sửng sốt. Vua chắt lưỡi bảo mấy viên quan hầu cận ngày nọ đã tố cáo Mai: - Hắn bảo là vật tiền thân của hắn, thật đúng chứ không sai! Vua bèn sai một đoàn lính hầu đi đón hai vợ chồng về, cho Mai trở lại chức cũ. Vua lại ban cho hai người con gái hầu để an ủi chàng.","The Hung King was more and more astonished as he listened. He clicked his tongue and said to the officials who had accused Mai An Tiem: 'He claimed it was the fruit of his former life, and indeed he was right!' The King then dispatched a royal escort to bring the couple back and restore Mai An Tiem to his former position. The King also gifted him two serving ladies as a comfort.","Traditional Vietnamese painting style, Legendary Vietnamese king sitting on the throne pointing calmly at the ashamed officials, while ordering a royal palanquin to go fetch Mai, justice and redemption atmosphere, wide shot, highly detailed, masterpiece quality.","Legendary Vietnamese king,Officials",Vindicating Mai / Ordering,Officials
25,4,"Bây giờ chỗ hải đảo, người ta còn gọi là bãi An Tiêm. Những người kế tiếp công việc của hai vợ chồng Mai trên đảo vẫn còn dòng dõi đông đúc. Họ lập thành làng gọi là làng Mai-an. ở ngôi nhà cũ của Mai thì họ lập đền thờ hai vợ chồng chàng. Nhân dân gọi là 'ông bà tổ dưa Tây (hay dưa hấu)'.","Today, that island is still called An Tiem Beach. The descendants of those who continued the couple's work on the island are still numerous. They formed a village called Mai-An. In Mai's old home, they built a temple to worship the couple. The people call them 'The Ancestors of the Western Melon (or Watermelon)'.","Traditional Vietnamese painting style, a peaceful ancient temple with curved tiled roofs located on a green island, surrounded by melon fields, villagers working in the distance, soft sunset light, legacy and history atmosphere, landscape shot, highly detailed, 8k resolution.",Temple,Standing,On island
